embryo_id,latent_status,chromosome,chromosome_state,latent_signal
sim_0007,abnormal,chr12,abnormal_event,0.29884800546501444
sim_0007,abnormal,chr13,baseline,0
sim_0007,abnormal,chr14,baseline,0
sim_0007,abnormal,chr15,baseline,0
sim_0007,abnormal,chr16,abnormal_event,-0.5031951818835156
sim_0007,abnormal,chr17,baseline,0
sim_0007,abnormal,chr18,abnormal_event,-0.32422294160252646
sim_0007,abnormal,chr19,abnormal_event,-0.5268821816108399
sim_0007,abnormal,chr20,baseline,0
sim_0007,abnormal,chr21,baseline,0
sim_0007,abnormal,chr22,baseline,0
sim_0008,ambiguous,chr1,baseline,0
sim_0008,ambiguous,chr2,baseline,0
sim_0008,ambiguous,chr3,baseline,0
sim_0008,ambiguous,chr4,baseline,0
sim_0008,ambiguous,chr5,baseline,0
sim_0008,ambiguous,chr6,baseline,0
sim_0008,ambiguous,chr7,baseline,0
sim_0008,ambiguous,chr8,baseline,0
sim_0008,ambiguous,chr9,baseline,0
sim_0008,ambiguous,chr10,ambiguous_event,-0.17608694834268457
sim_0008,ambiguous,chr11,ambiguous_event,-0.26789444035263554
sim_0008,ambiguous,chr12,baseline,0
sim_0008,ambiguous,chr13,baseline,0
sim_0008,ambiguous,chr14,baseline,0
sim_0008,ambiguous,chr15,baseline,0
sim_0008,ambiguous,chr16,baseline,0
sim_0008,ambiguous,chr17,baseline,0
sim_0008,ambiguous,chr18,baseline,0
sim_0008,ambiguous,chr19,baseline,0
sim_0008,ambiguous,chr20,baseline,0
sim_0008,ambiguous,chr21,baseline,0
sim_0008,ambiguous,chr22,baseline,0
sim_0009,normal,chr1,baseline,0
sim_0009,normal,chr2,baseline,0
sim_0009,normal,chr3,baseline,0
sim_0009,normal,chr4,baseline,0
sim_0009,normal,chr5,baseline,0
sim_0009,normal,chr6,baseline,0
sim_0009,normal,chr7,baseline,0
sim_0009,normal,chr8,baseline,0
sim_0009,normal,chr9,baseline,0
sim_0009,normal,chr10,baseline,0
sim_0009,normal,chr11,baseline,0
sim_0009,normal,chr12,baseline,0
sim_0009,normal,chr13,baseline,0
sim_0009,normal,chr14,baseline,0
sim_0009,normal,chr15,baseline,0
sim_0009,normal,chr16,baseline,0
sim_0009,normal,chr17,baseline,0
sim_0009,normal,chr18,baseline,0
sim_0009,normal,chr19,baseline,0
sim_0009,normal,chr20,baseline,0
sim_0009,normal,chr21,baseline,0
sim_0009,normal,chr22,baseline,0
sim_0010,abnormal,chr1,baseline,0
sim_0010,abnormal,chr2,baseline,0
sim_0010,abnormal,chr3,baseline,0
sim_0010,abnormal,chr4,baseline,0
sim_0010,abnormal,chr5,baseline,0
sim_0010,abnormal,chr6,abnormal_event,-0.5534855566373728
sim_0010,abnormal,chr7,baseline,0
sim_0010,abnormal,chr8,baseline,0
sim_0010,abnormal,chr9,baseline,0
sim_0010,abnormal,chr10,baseline,0
sim_0010,abnormal,chr11,baseline,0
sim_0010,abnormal,chr12,abnormal_event,0.4794312996779148
sim_0010,abnormal,chr13,baseline,0
sim_0010,abnormal,chr14,abnormal_event,0.40162914779308445
sim_0010,abnormal,chr15,abnormal_event,-0.3949899753993223
sim_0010,abnormal,chr16,baseline,0
sim_0010,abnormal,chr17,baseline,0
sim_0010,abnormal,chr18,abnormal_event,-0.6725764173060662
sim_0010,abnormal,chr19,baseline,0
sim_0010,abnormal,chr20,baseline,0
sim_0010,abnormal,chr21,abnormal_event,-0.33881153820155346
sim_0010,abnormal,chr22,baseline,0
sim_0011,normal,chr1,baseline,0
sim_0011,normal,chr2,baseline,0
sim_0011,normal,chr3,baseline,0
sim_0011,normal,chr4,baseline,0
sim_0011,normal,chr5,baseline,0
sim_0011,normal,chr6,baseline,0
sim_0011,normal,chr7,baseline,0
sim_0011,normal,chr8,baseline,0
sim_0011,normal,chr9,baseline,0
sim_0011,normal,chr10,baseline,0
sim_0011,normal,chr11,baseline,0
sim_0011,normal,chr12,baseline,0
sim_0011,normal,chr13,baseline,0
sim_0011,normal,chr14,baseline,0
sim_0011,normal,chr15,baseline,0
sim_0011,normal,chr16,baseline,0
sim_0011,normal,chr17,abnormal_event,0.1924401617123135
sim_0011,normal,chr18,baseline,0
sim_0011,normal,chr19,baseline,0
sim_0011,normal,chr20,baseline,0
sim_0011,normal,chr21,baseline,0
sim_0011,normal,chr22,baseline,0
sim_0012,abnormal,chr1,baseline,0
sim_0012,abnormal,chr2,baseline,0
sim_0012,abnormal,chr3,baseline,0
sim_0012,abnormal,chr4,abnormal_event,0.6249917819049768
sim_0012,abnormal,chr5,baseline,0
sim_0012,abnormal,chr6,baseline,0
sim_0012,abnormal,chr7,baseline,0
sim_0012,abnormal,chr8,baseline,0
sim_0012,abnormal,chr9,baseline,0
sim_0012,abnormal,chr10,baseline,0
sim_0012,abnormal,chr11,baseline,0
sim_0012,abnormal,chr12,baseline,0
sim_0012,abnormal,chr13,baseline,0
sim_0012,abnormal,chr14,abnormal_event,0.382314737987027
sim_0012,abnormal,chr15,abnormal_event,0.7584726445184198
sim_0012,abnormal,chr16,baseline,0
sim_0012,abnormal,chr17,abnormal_event,0.27868863238437647
sim_0012,abnormal,chr18,baseline,0
sim_0012,abnormal,chr19,baseline,0
sim_0012,abnormal,chr20,baseline,0
sim_0012,abnormal,chr21,baseline,0
sim_0012,abnormal,chr22,abnormal_event,0.48183811819107936
sim_0013,normal,chr1,baseline,0
sim_0013,normal,chr2,baseline,0
sim_0013,normal,chr3,baseline,0
sim_0013,normal,chr4,baseline,0
sim_0013,normal,chr5,baseline,0
sim_0013,normal,chr6,baseline,0
sim_0013,normal,chr7,baseline,0
sim_0013,normal,chr8,baseline,0
sim_0013,normal,chr9,baseline,0
sim_0013,normal,chr10,baseline,0
sim_0013,normal,chr11,baseline,0
sim_0013,normal,chr12,baseline,0
sim_0013,normal,chr13,baseline,0
sim_0013,normal,chr14,baseline,0
sim_0013,normal,chr15,baseline,0
sim_0013,normal,chr16,baseline,0
sim_0013,normal,chr17,baseline,0
sim_0013,normal,chr18,baseline,0
sim_0013,normal,chr19,baseline,0
sim_0013,normal,chr20,baseline,0
sim_0013,normal,chr21,baseline,0
sim_0013,normal,chr22,baseline,0
sim_0014,ambiguous,chr1,baseline,0
sim_0014,ambiguous,chr2,baseline,0
sim_0014,ambiguous,chr3,baseline,0
sim_0014,ambiguous,chr4,baseline,0
sim_0014,ambiguous,chr5,baseline,0
sim_0014,ambiguous,chr6,baseline,0
sim_0014,ambiguous,chr7,baseline,0
sim_0014,ambiguous,chr8,baseline,0
sim_0014,ambiguous,chr9,baseline,0
sim_0014,ambiguous,chr10,baseline,0
sim_0014,ambiguous,chr11,baseline,0
sim_0014,ambiguous,chr12,baseline,0
sim_0014,ambiguous,chr13,baseline,0
sim_0014,ambiguous,chr14,baseline,0
sim_0014,ambiguous,chr15,baseline,0
sim_0014,ambiguous,chr16,baseline,0
sim_0014,ambiguous,chr17,ambiguous_event,-0.20947780186042023
sim_0014,ambiguous,chr18,baseline,0
sim_0014,ambiguous,chr19,baseline,0
sim_0014,ambiguous,chr20,baseline,0
sim_0014,ambiguous,chr21,baseline,0
sim_0014,ambiguous,chr22,baseline,0
sim_0015,normal,chr1,baseline,0
sim_0015,normal,chr2,baseline,0
sim_0015,normal,chr3,baseline,0
sim_0015,normal,chr4,baseline,0
sim_0015,normal,chr5,baseline,0
sim_0015,normal,chr6,baseline,0
sim_0015,normal,chr7,baseline,0
sim_0015,normal,chr8,baseline,0
sim_0015,normal,chr9,baseline,0
sim_0015,normal,chr10,baseline,0
sim_0015,normal,chr11,baseline,0
sim_0015,normal,chr12,baseline,0
sim_0015,normal,chr13,baseline,0
sim_0015,normal,chr14,baseline,0
sim_0015,normal,chr15,baseline,0
sim_0015,normal,chr16,baseline,0
sim_0015,normal,chr17,baseline,0
sim_0015,normal,chr18,baseline,0
sim_0015,normal,chr19,baseline,0
sim_0015,normal,chr20,baseline,0
sim_0015,normal,chr21,baseline,0
sim_0015,normal,chr22,baseline,0
sim_0016,abnormal,chr1,baseline,0
sim_0016,abnormal,chr2,baseline,0
sim_0016,abnormal,chr3,abnormal_event,0.5394830120597731
sim_0016,abnormal,chr4,baseline,0
sim_0016,abnormal,chr5,baseline,0
sim_0016,abnormal,chr6,baseline,0
sim_0016,abnormal,chr7,abnormal_event,0.41754333289359913
sim_0016,abnormal,chr8,baseline,0
sim_0016,abnormal,chr9,baseline,0
sim_0016,abnormal,chr10,baseline,0
sim_0016,abnormal,chr11,baseline,0
sim_0016,abnormal,chr12,abnormal_event,-0.590504429135322
sim_0016,abnormal,chr13,abnormal_event,0.55354241889348
sim_0016,abnormal,chr14,baseline,0
sim_0016,abnormal,chr15,baseline,0
sim_0016,abnormal,chr16,baseline,0
sim_0016,abnormal,chr17,abnormal_event,0.6913187211525356
sim_0016,abnormal,chr18,baseline,0
sim_0016,abnormal,chr19,abnormal_event,0.47610960731729807
sim_0016,abnormal,chr20,baseline,0
sim_0016,abnormal,chr21,baseline,0
sim_0016,abnormal,chr22,baseline,0
sim_0017,abnormal,chr1,baseline,0
sim_0017,abnormal,chr2,baseline,0
sim_0017,abnormal,chr3,baseline,0
sim_0017,abnormal,chr4,baseline,0
sim_0017,abnormal,chr5,baseline,0
sim_0017,abnormal,chr6,baseline,0
sim_0017,abnormal,chr7,baseline,0
sim_0017,abnormal,chr8,abnormal_event,0.30564006549176714
sim_0017,abnormal,chr9,baseline,0
sim_0017,abnormal,chr10,abnormal_event,0.35338535275320665
sim_0017,abnormal,chr11,baseline,0
sim_0017,abnormal,chr12,abnormal_event,-0.46619700248725987
sim_0017,abnormal,chr13,baseline,0
sim_0017,abnormal,chr14,baseline,0
sim_0017,abnormal,chr15,baseline,0
sim_0017,abnormal,chr16,baseline,0
sim_0017,abnormal,chr17,baseline,0
sim_0017,abnormal,chr18,abnormal_event,-0.3173503941210931
sim_0017,abnormal,chr19,baseline,0
sim_0017,abnormal,chr20,abnormal_event,-0.3094421416662163
sim_0017,abnormal,chr21,baseline,0
sim_0017,abnormal,chr22,baseline,0
sim_0018,normal,chr1,baseline,0
sim_0018,normal,chr2,baseline,0
sim_0018,normal,chr3,baseline,0
sim_0018,normal,chr4,baseline,0
sim_0018,normal,chr5,baseline,0
sim_0018,normal,chr6,baseline,0
sim_0018,normal,chr7,baseline,0
sim_0018,normal,chr8,baseline,0
sim_0018,normal,chr9,baseline,0
sim_0018,normal,chr10,baseline,0
sim_0018,normal,chr11,baseline,0
sim_0018,normal,chr12,baseline,0
sim_0018,normal,chr13,baseline,0
sim_0018,normal,chr14,baseline,0
sim_0018,normal,chr15,baseline,0
sim_0018,normal,chr16,baseline,0
sim_0018,normal,chr17,baseline,0
sim_0018,normal,chr18,baseline,0
sim_0018,normal,chr19,baseline,0
sim_0018,normal,chr20,baseline,0
sim_0018,normal,chr21,baseline,0
sim_0018,normal,chr22,baseline,0
sim_0019,normal,chr1,baseline,0
sim_0019,normal,chr2,baseline,0
sim_0019,normal,chr3,baseline,0
sim_0019,normal,chr4,baseline,0
sim_0019,normal,chr5,baseline,0
sim_0019,normal,chr6,baseline,0
sim_0019,normal,chr7,baseline,0
sim_0019,normal,chr8,baseline,0
sim_0019,normal,chr9,baseline,0
sim_0019,normal,chr10,baseline,0
sim_0019,normal,chr11,baseline,0
sim_0019,normal,chr12,baseline,0
sim_0019,normal,chr13,baseline,0
sim_0019,normal,chr14,baseline,0
sim_0019,normal,chr15,baseline,0
sim_0019,normal,chr16,baseline,0
sim_0019,normal,chr17,baseline,0
sim_0019,normal,chr18,baseline,0
sim_0019,normal,chr19,baseline,0
sim_0019,normal,chr20,baseline,0
sim_0019,normal,chr21,baseline,0
sim_0019,normal,chr22,baseline,0
sim_0020,normal,chr1,baseline,0
sim_0020,normal,chr2,baseline,0
sim_0020,normal,chr3,baseline,0
sim_0020,normal,chr4,baseline,0
sim_0020,normal,chr5,baseline,0
sim_0020,normal,chr6,baseline,0
sim_0020,normal,chr7,baseline,0
sim_0020,normal,chr8,baseline,0
sim_0020,normal,chr9,baseline,0
sim_0020,normal,chr10,baseline,0
sim_0020,normal,chr11,baseline,0
sim_0020,normal,chr12,baseline,0
sim_0020,normal,chr13,baseline,0
sim_0020,normal,chr14,baseline,0
sim_0020,normal,chr15,baseline,0
sim_0020,normal,chr16,baseline,0
sim_0020,normal,chr17,baseline,0
sim_0020,normal,chr18,baseline,0
sim_0020,normal,chr19,baseline,0
sim_0020,normal,chr20,baseline,0
sim_0020,normal,chr21,baseline,0
sim_0020,normal,chr22,baseline,0
sim_0021,normal,chr1,baseline,0
sim_0021,normal,chr2,baseline,0
sim_0021,normal,chr3,baseline,0
sim_0021,normal,chr4,baseline,0
sim_0021,normal,chr5,baseline,0
sim_0021,normal,chr6,baseline,0
sim_0021,normal,chr7,baseline,0
sim_0021,normal,chr8,baseline,0
sim_0021,normal,chr9,baseline,0
sim_0021,normal,chr10,baseline,0
sim_0021,normal,chr11,baseline,0
sim_0021,normal,chr12,baseline,0
sim_0021,normal,chr13,baseline,0
sim_0021,normal,chr14,baseline,0
sim_0021,normal,chr15,baseline,0
sim_0021,normal,chr16,baseline,0
sim_0021,normal,chr17,baseline,0
sim_0021,normal,chr18,baseline,0
sim_0021,normal,chr19,baseline,0
sim_0021,normal,chr20,baseline,0
sim_0021,normal,chr21,baseline,0
sim_0021,normal,chr22,baseline,0
sim_0022,normal,chr1,baseline,0
sim_0022,normal,chr2,baseline,0
sim_0022,normal,chr3,baseline,0
sim_0022,normal,chr4,baseline,0
sim_0022,normal,chr5,baseline,0
sim_0022,normal,chr6,baseline,0
sim_0022,normal,chr7,baseline,0
sim_0022,normal,chr8,baseline,0
sim_0022,normal,chr9,baseline,0
sim_0022,normal,chr10,baseline,0
sim_0022,normal,chr11,baseline,0
sim_0022,normal,chr12,baseline,0
sim_0022,normal,chr13,baseline,0
sim_0022,normal,chr14,baseline,0
sim_0022,normal,chr15,baseline,0
sim_0022,normal,chr16,baseline,0
sim_0022,normal,chr17,baseline,0
sim_0022,normal,chr18,baseline,0
sim_0022,normal,chr19,baseline,0
sim_0022,normal,chr20,baseline,0
sim_0022,normal,chr21,abnormal_event,-0.14754197128571217
sim_0022,normal,chr22,baseline,0
sim_0023,normal,chr1,baseline,0
sim_0023,normal,chr2,baseline,0
sim_0023,normal,chr3,baseline,0
sim_0023,normal,chr4,baseline,0
sim_0023,normal,chr5,baseline,0
sim_0023,normal,chr6,baseline,0
sim_0023,normal,chr7,baseline,0
sim_0023,normal,chr8,baseline,0
sim_0023,normal,chr9,baseline,0
sim_0023,normal,chr10,baseline,0
sim_0023,normal,chr11,baseline,0
sim_0023,normal,chr12,baseline,0
sim_0023,normal,chr13,baseline,0
sim_0023,normal,chr14,baseline,0
sim_0023,normal,chr15,baseline,0
sim_0023,normal,chr16,baseline,0
sim_0023,normal,chr17,baseline,0
sim_0023,normal,chr18,baseline,0
sim_0023,normal,chr19,baseline,0
sim_0023,normal,chr20,baseline,0
sim_0023,normal,chr21,baseline,0
sim_0023,normal,chr22,abnormal_event,-0.25178719403765965
sim_0024,normal,chr1,baseline,0
sim_0024,normal,chr2,baseline,0
sim_0024,normal,chr3,baseline,0
sim_0024,normal,chr4,baseline,0
sim_0024,normal,chr5,baseline,0
sim_0024,normal,chr6,baseline,0
sim_0024,normal,chr7,baseline,0
sim_0024,normal,chr8,baseline,0
sim_0024,normal,chr9,baseline,0
sim_0024,normal,chr10,baseline,0
sim_0024,normal,chr11,baseline,0
sim_0024,normal,chr12,baseline,0
sim_0024,normal,chr13,baseline,0
sim_0024,normal,chr14,baseline,0
sim_0024,normal,chr15,baseline,0
sim_0024,normal,chr16,baseline,0
sim_0024,normal,chr17,baseline,0
sim_0024,normal,chr18,baseline,0
sim_0024,normal,chr19,baseline,0
sim_0024,normal,chr20,baseline,0
sim_0024,normal,chr21,baseline,0
sim_0024,normal,chr22,baseline,0
sim_0025,abnormal,chr1,baseline,0
sim_0025,abnormal,chr2,baseline,0
sim_0025,abnormal,chr3,abnormal_event,-0.4497165261505949
sim_0025,abnormal,chr4,baseline,0
sim_0025,abnormal,chr5,abnormal_event,0.42573194127540515
sim_0025,abnormal,chr6,baseline,0
sim_0025,abnormal,chr7,baseline,0
sim_0025,abnormal,chr8,baseline,0
sim_0025,abnormal,chr9,baseline,0
sim_0025,abnormal,chr10,baseline,0
sim_0025,abnormal,chr11,baseline,0
sim_0025,abnormal,chr12,baseline,0
sim_0025,abnormal,chr13,baseline,0
sim_0025,abnormal,chr14,baseline,0
sim_0025,abnormal,chr15,baseline,0
sim_0025,abnormal,chr16,baseline,0
sim_0025,abnormal,chr17,baseline,0
sim_0025,abnormal,chr18,abnormal_event,0.5198386219679783
sim_0025,abnormal,chr19,baseline,0
sim_0025,abnormal,chr20,baseline,0
sim_0025,abnormal,chr21,abnormal_event,0.42339141239440076
sim_0025,abnormal,chr22,baseline,0
sim_0026,normal,chr1,baseline,0
sim_0026,normal,chr2,baseline,0
sim_0026,normal,chr3,baseline,0
sim_0026,normal,chr4,baseline,0
sim_0026,normal,chr5,baseline,0
sim_0026,normal,chr6,baseline,0
sim_0026,normal,chr7,baseline,0
sim_0026,normal,chr8,baseline,0
sim_0026,normal,chr9,baseline,0
sim_0026,normal,chr10,baseline,0
sim_0026,normal,chr11,baseline,0
sim_0026,normal,chr12,baseline,0
sim_0026,normal,chr13,baseline,0
sim_0026,normal,chr14,baseline,0
sim_0026,normal,chr15,baseline,0
sim_0026,normal,chr16,baseline,0
sim_0026,normal,chr17,baseline,0
sim_0026,normal,chr18,baseline,0
sim_0026,normal,chr19,baseline,0
sim_0026,normal,chr20,baseline,0
sim_0026,normal,chr21,baseline,0
sim_0026,normal,chr22,baseline,0
sim_0027,abnormal,chr1,baseline,0
sim_0027,abnormal,chr2,abnormal_event,0.42887504839848334
sim_0027,abnormal,chr3,baseline,0
sim_0027,abnormal,chr4,abnormal_event,-0.4301042249599043
sim_0027,abnormal,chr5,baseline,0
sim_0027,abnormal,chr6,baseline,0
sim_0027,abnormal,chr7,baseline,0
sim_0027,abnormal,chr8,baseline,0
sim_0027,abnormal,chr9,abnormal_event,-0.5680205309480615
sim_0027,abnormal,chr10,baseline,0
sim_0027,abnormal,chr11,baseline,0
sim_0027,abnormal,chr12,baseline,0
sim_0027,abnormal,chr13,baseline,0
sim_0027,abnormal,chr14,baseline,0
sim_0027,abnormal,chr15,baseline,0
sim_0027,abnormal,chr16,baseline,0
sim_0027,abnormal,chr17,baseline,0
sim_0027,abnormal,chr18,baseline,0
sim_0027,abnormal,chr19,baseline,0
sim_0027,abnormal,chr20,baseline,0
sim_0027,abnormal,chr21,baseline,0
sim_0027,abnormal,chr22,baseline,0
sim_0028,normal,chr1,baseline,0
sim_0028,normal,chr2,baseline,0
sim_0028,normal,chr3,baseline,0
sim_0028,normal,chr4,baseline,0
sim_0028,normal,chr5,baseline,0
sim_0028,normal,chr6,baseline,0
sim_0028,normal,chr7,baseline,0
sim_0028,normal,chr8,baseline,0
sim_0028,normal,chr9,baseline,0
sim_0028,normal,chr10,baseline,0
sim_0028,normal,chr11,baseline,0
sim_0028,normal,chr12,baseline,0
sim_0028,normal,chr13,baseline,0
sim_0028,normal,chr14,baseline,0
sim_0028,normal,chr15,baseline,0
sim_0028,normal,chr16,baseline,0
sim_0028,normal,chr17,baseline,0
sim_0028,normal,chr18,baseline,0
sim_0028,normal,chr19,baseline,0
sim_0028,normal,chr20,baseline,0
sim_0028,normal,chr21,baseline,0
sim_0028,normal,chr22,baseline,0
sim_0029,normal,chr1,baseline,0
sim_0029,normal,chr2,baseline,0
sim_0029,normal,chr3,baseline,0
sim_0029,normal,chr4,baseline,0
sim_0029,normal,chr5,baseline,0
sim_0029,normal,chr6,baseline,0
sim_0029,normal,chr7,baseline,0
sim_0029,normal,chr8,baseline,0
sim_0029,normal,chr9,baseline,0
sim_0029,normal,chr10,baseline,0
sim_0029,normal,chr11,baseline,0
sim_0029,normal,chr12,baseline,0
sim_0029,normal,chr13,baseline,0
sim_0029,normal,chr14,baseline,0
sim_0029,normal,chr15,baseline,0
sim_0029,normal,chr16,baseline,0
sim_0029,normal,chr17,baseline,0
sim_0029,normal,chr18,baseline,0
sim_0029,normal,chr19,baseline,0
sim_0029,normal,chr20,baseline,0
sim_0029,normal,chr21,baseline,0
sim_0029,normal,chr22,baseline,0
sim_0030,abnormal,chr1,baseline,0
sim_0030,abnormal,chr2,baseline,0
sim_0030,abnormal,chr3,baseline,0
sim_0030,abnormal,chr4,baseline,0
sim_0030,abnormal,chr5,baseline,0
sim_0030,abnormal,chr6,baseline,0
sim_0030,abnormal,chr7,baseline,0
sim_0030,abnormal,chr8,baseline,0
sim_0030,abnormal,chr9,baseline,0
sim_0030,abnormal,chr10,baseline,0
sim_0030,abnormal,chr11,abnormal_event,-0.5212894155251289
sim_0030,abnormal,chr12,abnormal_event,0.3835846675345939
sim_0030,abnormal,chr13,baseline,0
sim_0030,abnormal,chr14,baseline,0
sim_0030,abnormal,chr15,baseline,0
sim_0030,abnormal,chr16,baseline,0
sim_0030,abnormal,chr17,baseline,0
sim_0030,abnormal,chr18,baseline,0
sim_0030,abnormal,chr19,baseline,0
sim_0030,abnormal,chr20,baseline,0
sim_0030,abnormal,chr21,baseline,0
sim_0030,abnormal,chr22,baseline,0
sim_0031,ambiguous,chr1,baseline,0
sim_0031,ambiguous,chr2,baseline,0
sim_0031,ambiguous,chr3,baseline,0
sim_0031,ambiguous,chr4,baseline,0
sim_0031,ambiguous,chr5,baseline,0
sim_0031,ambiguous,chr6,baseline,0
sim_0031,ambiguous,chr7,baseline,0
sim_0031,ambiguous,chr8,baseline,0
